X,Y,OBJECTID,TYPE_BANK,STANDPLAATS,WIJK
189328.4703,444157.871399999,113,Bank,Bushalte,Heijenoord/Lombok
189357.261399999,444149.984700002,114,Bank,Trottoir,Centrum
189425.424699999,444167.047899999,115,Bank,Overig,Centrum
189422.444600001,444166.342099998,116,Bank,Overig,Centrum
190305.266399998,444344.9518,117,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
190200.258699998,444487.905200001,118,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190096.754900001,444537.955699999,119,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
190019.603,444592.593800001,120,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
189876.9364,444683.261599999,121,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
189800.675900001,444707.880199999,122,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
189813.7755,444696.050999999,123,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
189746.617600001,444731.8389,124,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
189598.032299999,444901.633400001,125,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
188543.426100001,445235.1208,126,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
188319.2005,445431.3816,127,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
188319.982299998,445421.1241,128,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
188484.565499999,445439.536200002,129,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
188899.888799999,445819.947299998,130,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
188624.374200001,446759.760000002,131,Bank,Bushalte,Schaarsbergen
188404.3235,448058.395799998,132,Bank,Bushalte,Schaarsbergen
188915.373500001,445851.548500001,133,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
188790.7313,445417.3935,134,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
188790.2667,445420.711300001,135,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
188715.0603,445392.3873,136,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
188596.737599999,445163.803199999,137,Bank,Bushalte,Klingelbeek e.o.
190710.035799999,444315.052900001,138,Bank,Speeltuin,Burgemeesterswijk/Hoogkamp
190656.2073,444278.333000001,139,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
190950.426899999,444532.456700001,140,Bank,Trottoir,St. Marten/Sonsbeek
190945.5506,444532.0513,141,Bank,Trottoir,St. Marten/Sonsbeek
190944.048799999,444527.875999998,142,Bank,Trottoir,St. Marten/Sonsbeek
190952.4516,444530.201299999,143,Bank,Trottoir,St. Marten/Sonsbeek
190947.275199998,444525.261599999,144,Bank,Trottoir,St. Marten/Sonsbeek
190947.568,444426.657000002,145,Bank,Speeltuin,St. Marten/Sonsbeek
190943.235199999,444433.282299999,146,Bank,Speeltuin,St. Marten/Sonsbeek
190943.235199999,444433.282299999,147,Bank,Speeltuin,St. Marten/Sonsbeek
191035.4804,444735.941,148,Bank,Bushalte,St. Marten/Sonsbeek
191092.919199999,444741.337900002,149,Bank,Bushalte,St. Marten/Sonsbeek
191081.5176,444611.884399999,150,Bank,Trottoir,St. Marten/Sonsbeek
191059.275199998,444679.2489,151,Bank,Trottoir,St. Marten/Sonsbeek
191238.1598,444691.272700001,152,Bank,Speeltuin,St. Marten/Sonsbeek
190997.0163,444974.6899,153,Bank,Speeltuin,St. Marten/Sonsbeek
190994.144400001,444960.248,154,Bank,Speeltuin,St. Marten/Sonsbeek
190931.435699999,445160.9355,155,Bank,Trottoir,Alteveer/Cranevelt
190824.024599999,444877.107500002,156,Bank,Bushalte,St. Marten/Sonsbeek
191080.1831,445472.372200001,157,Bank,Bushalte,Alteveer/Cranevelt
191054.528299998,445465.9606,158,Bank,Bushalte,Alteveer/Cranevelt
191120.217999998,445847.663400002,159,Bank,Trottoir,Alteveer/Cranevelt
191125.8541,446142.772599999,160,Bank,Speeltuin,Alteveer/Cranevelt
191164.1109,446717.904800002,161,Bank,Bushalte,Alteveer/Cranevelt
190991.210700002,446709.045899998,162,Bank,Bushalte,Alteveer/Cranevelt
190973.827799998,446696.8365,163,Bank,Bushalte,Alteveer/Cranevelt
190777.966800001,446687.2874,164,Bank,Bushalte,Alteveer/Cranevelt
191109.5528,446562.814599998,165,Bank,Trottoir,Alteveer/Cranevelt
190954.0381,446314.242400002,166,Picknickbank,Trottoir,Alteveer/Cranevelt
190938.8323,446285.7837,167,Bijzondere bank,Trottoir,Alteveer/Cranevelt
190957.509399999,446316.911499999,168,Picknickbank,Trottoir,Alteveer/Cranevelt
190898.617699999,446291.071699999,169,Bank,Bushalte,Alteveer/Cranevelt
190905.399999999,446312.657600001,170,Bank,Bushalte,Alteveer/Cranevelt
190791.153900001,446429.912799999,171,Bank,Bushalte,Alteveer/Cranevelt
190498.715999998,446572.7038,172,Bank,Trottoir,Alteveer/Cranevelt
190538.292399999,446416.8013,173,Bank,Bushalte,Alteveer/Cranevelt
193516.005899999,443903.471099999,174,Bank,Park,Presikhaaf-Oost
190871.032499999,446233.5097,175,Bank,Speeltuin,Alteveer/Cranevelt
190812.4912,446191.326699998,176,Bijzondere bank,Overig,Alteveer/Cranevelt
190697.5141,446078.986900002,177,Bank,Bushalte,Alteveer/Cranevelt
190645.938099999,446104.199000001,178,Bank,Bushalte,Alteveer/Cranevelt
190519.1347,446073.953000002,179,Bank,Overig,Alteveer/Cranevelt
190250.210000001,446387.3994,180,Bank,Bushalte,Alteveer/Cranevelt
190596.178399999,446129.063299999,181,Bank,Overig,Alteveer/Cranevelt
190612.473499998,446085.4628,182,Bank,Trottoir,Alteveer/Cranevelt
190914.4738,445803.436299998,183,Bank,Bushalte,Alteveer/Cranevelt
190926.558200002,445834.134,184,Bank,Bushalte,Alteveer/Cranevelt
190934.329500001,445836.880800001,185,Bank,Bushalte,Alteveer/Cranevelt
191010.930100001,445850.169300001,186,Bank,Trottoir,Alteveer/Cranevelt
191016.943,445849.956300002,187,Bank,Trottoir,Alteveer/Cranevelt
190524.685400002,444322.021400001,188,Bank,Bushalte,Burgemeesterswijk/Hoogkamp
192933.4716,445681.637200002,189,Bank,Trottoir,Geitenkamp
193358.961199999,446039.316300001,190,Bank,Trottoir,Velperweg e.o.
191879.169599999,444586.324099999,191,Bank,Speeltuin,Klarendal
191865.841499999,444578.193700001,192,Bank,Speeltuin,Klarendal
191832.057100002,444683.265000001,193,Bank,Trottoir,Klarendal
188548.747099999,446281.690400001,194,Bank,Overig,Schaarsbergen
191549.911400001,444131.689100001,195,Bank,Trottoir,Spijkerkwartier
191552.931299999,444132.905999999,196,Bank,Trottoir,Spijkerkwartier
191471.033500001,444107.570700001,197,Bank,Trottoir,Spijkerkwartier
191473.386599999,444108.238899998,198,Bank,Trottoir,Spijkerkwartier
191361.028000001,444074.7337,199,Bank,Trottoir,Spijkerkwartier
191357.2258,444073.5451,200,Bank,Trottoir,Spijkerkwartier
191308.7357,444054.7773,201,Bank,Trottoir,Spijkerkwartier
191304.9397,444052.913699999,202,Bank,Trottoir,Spijkerkwartier
191120.687399998,443987.674400002,203,Bank,Trottoir,Centrum
191119.294799998,443985.538699999,204,Bank,Trottoir,Centrum
191133.974300001,443915.7095,205,Bank,Trottoir,Centrum
192713.221000001,444151.370700002,206,Picknickbank,Park,Presikhaaf-West
192756.010600001,444158.185199998,207,Bank,Park,Presikhaaf-West
192842.1877,444232.642900001,208,Bank,Park,Presikhaaf-West
192944.103500001,444299.672499999,209,Bank,Park,Presikhaaf-West
193035.920000002,444357.278000001,210,Bank,Park,Presikhaaf-West
193118.1754,444428.544500001,211,Bank,Park,Presikhaaf-West
193184.3112,444400.662500001,212,Picknickbank,Park,Presikhaaf-Oost
193128.716699999,444099.5348,213,Bank,Trottoir,Presikhaaf-West
193135.8026,444094.858800001,214,Bank,Trottoir,Presikhaaf-West
193189.1171,444181.5656,215,Picknickbank,Speeltuin,Presikhaaf-West
193199.318799999,443985.458999999,216,Bank,Trottoir,Presikhaaf-West
193195.819899999,443982.7291,217,Bank,Trottoir,Presikhaaf-West
193198.3028,443963.6129,218,Bank,Trottoir,Presikhaaf-West
193006.959800001,443977.546999998,219,Bank,Park,Presikhaaf-West
192893.9111,443949.385600001,220,Bank,Speeltuin,Presikhaaf-West
192879.104200002,443949.636799999,221,Bank,Speeltuin,Presikhaaf-West
192900.448100001,443794.346500002,222,Bank,Speeltuin,Presikhaaf-West
192904.371399999,443794.735399999,223,Bank,Speeltuin,Presikhaaf-West
192932.9571,443792.8506,224,Bank,Speeltuin,Presikhaaf-West
192923.249299999,443736.9342,225,Bank,Park,Presikhaaf-West
193062.667800002,443677.101500001,226,Bank,Park,Presikhaaf-West
195188.032400001,443997.7863,227,Bank,Park,Presikhaaf-Oost
195135.184900001,444010.810600001,228,Bank,Park,Presikhaaf-Oost
194927.4091,444167.0506,229,Bank,Park,Presikhaaf-Oost
194837.570700001,444165.441100001,230,Bank,Park,Presikhaaf-Oost
194876.7859,444131.1184,231,Bank,Park,Presikhaaf-Oost
194820.905299999,444127.925700001,232,Bank,Speeltuin,Presikhaaf-Oost
194786.791000001,444118.055,233,Bank,Speeltuin,Presikhaaf-Oost
194833.571800001,444206.121399999,234,Bank,Park,Presikhaaf-Oost
194803.866999999,444204.3477,235,Bank,Park,Presikhaaf-Oost
194141.685800001,444373.316399999,236,Bank,Speeltuin,Presikhaaf-Oost
194379.363600001,444245.262899999,237,Bank,Park,Presikhaaf-Oost
194427.901500002,444193.069499999,238,Bank,Bushalte,Presikhaaf-Oost
194418.908599999,444121.718800001,239,Bank,Speeltuin,Presikhaaf-Oost
194518.607700001,444036.452100001,240,Bank,Park,Presikhaaf-Oost
194422.7711,444016.4287,241,Bank,Speeltuin,Presikhaaf-Oost
194418.2936,444021.629299998,242,Bank,Speeltuin,Presikhaaf-Oost
194430.603700001,443998.0288,243,Bank,Speeltuin,Presikhaaf-Oost
194429.2806,443992.842099998,244,Bank,Speeltuin,Presikhaaf-Oost
194438.238200001,443979.118000001,245,Bank,Speeltuin,Presikhaaf-Oost
194463.165899999,443999.2108,246,Picknickbank,Park,Presikhaaf-Oost
194578.461800002,443897.482700001,247,Picknickbank,Park,Presikhaaf-Oost
194549.309300002,443876.083700001,248,Bank,Park,Presikhaaf-Oost
194544.639899999,443872.499600001,249,Bank,Park,Presikhaaf-Oost
194627.7698,443931.841899998,250,Bank,Park,Presikhaaf-Oost
194590.245000001,443865.438200001,251,Bank,Park,Presikhaaf-Oost
194701.384599999,443898.6382,252,Bank,Bushalte,Presikhaaf-Oost
194763.18,443825.849399999,253,Bank,Trottoir,Presikhaaf-Oost
194767.819699999,443816.8094,254,Bank,Trottoir,Presikhaaf-Oost
194759.516399998,443803.735599998,255,Bank,Trottoir,Presikhaaf-Oost
194773.361699998,443758.806400001,256,Bank,Trottoir,Presikhaaf-Oost
194774.927499998,443756.947099999,257,Bank,Trottoir,Presikhaaf-Oost
194859.736900002,443998.854400001,258,Bank,Trottoir,Presikhaaf-Oost
195009.513900001,443967.978300001,259,Bank,Speeltuin,Presikhaaf-Oost
194941.645100001,443679.361200001,260,Bank,Speeltuin,Presikhaaf-Oost
194907.810800001,443670.167199999,261,Bank,Speeltuin,Presikhaaf-Oost
194688.767700002,443522.918499999,262,Bank,Speeltuin,Presikhaaf-Oost
194465.195099998,443598.130800001,263,Bank,Bushalte,Presikhaaf-Oost
194299.511399999,443813.444200002,264,Bank,Speeltuin,Presikhaaf-Oost
194224.7643,444176.437199999,265,Bank,Bushalte,Presikhaaf-Oost
194264.685899999,444433.751600001,266,Bank,Speeltuin,Presikhaaf-Oost
194250.283399999,444461.544300001,267,Bank,Bushalte,Presikhaaf-Oost
194292.2249,444476.0035,268,Bank,Bushalte,Presikhaaf-Oost
194192.637600001,443640.047800001,269,Bank,Speeltuin,Presikhaaf-West
194127.737799998,443733.539700001,270,Bank,Speeltuin,Presikhaaf-West
193945.631099999,443745.0616,271,Bank,Trottoir,Presikhaaf-West
193941.479499999,443742.262899999,272,Bank,Trottoir,Presikhaaf-West
193930.407299999,443733.891800001,273,Bank,Trottoir,Presikhaaf-West
193927.125399999,443732.0964,274,Bank,Trottoir,Presikhaaf-West
193913.397100002,443721.4067,275,Bank,Trottoir,Presikhaaf-West
193910.357799999,443719.539900001,276,Bank,Trottoir,Presikhaaf-West
193821.276500002,443681.269699998,277,Bank,Speeltuin,Presikhaaf-West
193927.285500001,443626.7469,278,Bank,Speeltuin,Presikhaaf-West
193900.489999998,443624.175099999,279,Bank,Speeltuin,Presikhaaf-West
193897.343600001,443603.612300001,280,Picknickbank,Speeltuin,Presikhaaf-West
193910.756200001,443605.997900002,281,Bank,Speeltuin,Presikhaaf-West
193952.553300001,443523.7469,282,Bank,Park,Presikhaaf-West
194205.371599998,443389.967399999,283,Bank,Trottoir,Presikhaaf-West
193796.190400001,443247.223000001,284,Bank,Speeltuin,Presikhaaf-West
193798.073100001,443238.854899999,285,Picknickbank,Speeltuin,Presikhaaf-West
193756.259100001,443227.430599999,286,Bank,Trottoir,Presikhaaf-West
193745.940299999,443236.707400002,287,Bank,Trottoir,Presikhaaf-West
193637.682999998,443580.340999998,288,Bank,Park,Presikhaaf-West
193619.268800002,443773.907600001,289,Picknickbank,Overig,Presikhaaf-West
193617.9483,443777.02,290,Picknickbank,Overig,Presikhaaf-West
193698.877700001,443831.995200001,291,Bank,Speeltuin,Presikhaaf-West
193716.686700001,443784.014800001,292,Bank,Park,Presikhaaf-West
194041.293299999,443901.092,293,Bank,Speeltuin,Presikhaaf-West
194053.4386,443928.741599999,294,Bank,Park,Presikhaaf-West
194049.971999999,443988.700399999,295,Bank,Park,Presikhaaf-West
194044.339499999,443999.0319,296,Picknickbank,Park,Presikhaaf-West
194038.469599999,444046.986499999,297,Bank,Park,Presikhaaf-West
194035.3046,444039.6965,298,Bank,Park,Presikhaaf-West
193927.0777,444041.450300001,299,Bank,Trottoir,Presikhaaf-Oost
193922.945900001,444039.767499998,300,Bank,Trottoir,Presikhaaf-Oost
193920.835200001,444056.328899998,301,Bank,Trottoir,Presikhaaf-Oost
193916.409499999,444054.468499999,302,Bank,Trottoir,Presikhaaf-Oost
193835.315200001,444148.895199999,303,Bank,Speeltuin,Presikhaaf-Oost
193544.200199999,444071.8105,304,Bank,Overig,Presikhaaf-Oost
193541.213599999,444073.124899998,305,Bank,Overig,Presikhaaf-Oost
193543.219099998,444075.531500001,306,Bank,Overig,Presikhaaf-Oost
193736.324499998,443941.601199999,307,Bank,Trottoir,Presikhaaf-Oost
193487.175999999,443890.313299999,308,Bank,Park,Presikhaaf-Oost
193499.779399998,443896.244199999,309,Bank,Park,Presikhaaf-Oost
193321.643800002,443794.889199998,310,Bank,Trottoir,Presikhaaf-West
193306.8926,443791.280900002,311,Bank,Speeltuin,Presikhaaf-West
193303.583900001,443790.762899999,312,Bank,Speeltuin,Presikhaaf-West
193350.757399999,443526.537999999,313,Bank,Park,Presikhaaf-West
193442.5973,443467.613299999,314,Bank,Park,Presikhaaf-West
193764.925500002,444614.643300001,315,Bank,Bushalte,Presikhaaf-Oost
194145.547800001,444424.423099998,316,Bijzondere bank,Trottoir,Presikhaaf-Oost
193973.4155,444647.550000001,317,Bank,Speeltuin,Presikhaaf-Oost
193660.206799999,444832.911899999,318,Bank,Park,Presikhaaf-Oost
193578.780699998,445193.322700001,319,Bank,Bushalte,Velperweg e.o.
193452.577599999,445469.613200001,320,Bank,Speeltuin,Velperweg e.o.
193447.600400001,445456.903000001,321,Bank,Speeltuin,Velperweg e.o.
193392.1116,445346.659000002,322,Bank,Trottoir,Velperweg e.o.
193390.727600001,445355.568599999,323,Bank,Trottoir,Velperweg e.o.
193730.972800002,445603.444499999,324,Bank,Speeltuin,Velperweg e.o.
193552.204500001,446235.735300001,325,Bank,Park,Velperweg e.o.
193453.288699999,446274.066799998,326,Bank,Speeltuin,Monnikenhuizen
193446.9663,446254.3906,327,Bank,Speeltuin,Monnikenhuizen
193322.379900001,446376.011700001,328,Bank,Trottoir,Monnikenhuizen
193243.942400001,446527.945599999,329,Bank,Bushalte,Monnikenhuizen
193242.409400001,446540.257399999,330,Bank,Bushalte,Monnikenhuizen
193277.6186,446671.921999998,331,Bank,Speeltuin,Monnikenhuizen
193060.958999999,446657.854499999,332,Bank,Bushalte,Geitenkamp
192845.110199999,446550.3924,333,Bank,Bushalte,Geitenkamp
192805.699700002,446508.439300001,334,Bank,Bushalte,Geitenkamp
193169.350299999,446262.283599999,335,Bank,Overig,Monnikenhuizen
193179.975099999,446261.807599999,336,Bank,Overig,Monnikenhuizen
193174.509300001,446261.783199999,337,Bank,Overig,Monnikenhuizen
193185.221799999,446273.525400002,338,Bank,Overig,Monnikenhuizen
193177.195500001,446274.928800002,339,Bank,Overig,Monnikenhuizen
193162.7881,446278.3475,340,Bank,Overig,Monnikenhuizen
193164.730300002,446071.581900001,341,Bank,Trottoir,Monnikenhuizen
193168.593199998,446040.8836,342,Bank,Trottoir,Monnikenhuizen
193163.627099998,445925.689300001,343,Bank,Bushalte,Geitenkamp
193028.060800001,446037.077599999,344,Bank,Trottoir,Geitenkamp
193018.922400001,446044.454,345,Bank,Trottoir,Geitenkamp
192650.519499999,446277.7777,346,Bank,Bushalte,Geitenkamp
192753.9606,446417.501699999,347,Bank,Bushalte,Geitenkamp
192733.412300002,446601.038899999,348,Bank,Overig,Monnikenhuizen
192576.039000001,446367.064100001,349,Bank,Park,Monnikenhuizen
192551.815400001,446381.595100001,350,Bank,Park,Monnikenhuizen
192569.3356,446351.566300001,351,Bank,Park,Monnikenhuizen
192568.903000001,446333.672600001,352,Bank,Speeltuin,Monnikenhuizen
192570.709899999,446333.1446,353,Bank,Speeltuin,Monnikenhuizen
192568.955600001,446330.903499998,354,Bank,Speeltuin,Monnikenhuizen
192618.436700001,446278.2104,355,Bank,Trottoir,Monnikenhuizen
193214.991500001,445913.589600001,356,Bank,Trottoir,Geitenkamp
192052.611000001,446596.166200001,357,Bank,Trottoir,Monnikenhuizen
192129.397100002,446361.796,358,Bank,Bushalte,Monnikenhuizen
192265.894099999,446065.622000001,359,Bank,Bushalte,Monnikenhuizen
192039.586199999,446120.923599999,360,Bank,Speeltuin,Monnikenhuizen
192064.009500001,446267.800000001,361,Bank,Speeltuin,Monnikenhuizen
191815.122099999,446298.1952,362,Picknickbank,Speeltuin,Monnikenhuizen
191833.6494,446141.986900002,363,Bank,Trottoir,Monnikenhuizen
191847.4663,446141.344700001,364,Bank,Trottoir,Monnikenhuizen
193203.022999998,444913.846000001,365,Bank,Bushalte,Velperweg e.o.
193132.335000001,444875.1054,366,Bank,Trottoir,Velperweg e.o.
193017.969900001,444821.405200001,367,Bank,Trottoir,Velperweg e.o.
192568.1283,445085.083700001,368,Bank,Speeltuin,Velperweg e.o.
192422.727899998,445102.136399999,369,Bank,Park,Monnikenhuizen
192425.060199998,445106.962400001,370,Bank,Park,Monnikenhuizen
192401.0984,445158.486200001,371,Bank,Park,Monnikenhuizen
192349.270599999,445182.413199998,372,Bank,Park,Monnikenhuizen
192292.9153,445186.784600001,373,Bank,Park,Monnikenhuizen
192352.813200001,445144.7511,374,Bank,Park,Monnikenhuizen
192360.320900001,445141.4439,375,Bank,Park,Monnikenhuizen
192353.700800002,445126.186700001,376,Bank,Park,Monnikenhuizen
192344.591499999,445129.7392,377,Bank,Park,Monnikenhuizen
192161.005800001,445205.726399999,378,Bank,Park,Monnikenhuizen
192158.756299999,445201.913699999,379,Bank,Park,Monnikenhuizen
191924.077799998,444981.280900002,380,Bank,Speeltuin,Klarendal
191978.144000001,444731.442400001,381,Bank,Speeltuin,Klarendal
191979.246199999,444732.5196,382,Bank,Speeltuin,Klarendal
191823.1096,444772.222600002,383,Bank,Speeltuin,Klarendal
191824.796,444773.415800001,384,Bank,Speeltuin,Klarendal
191826.970100001,444774.238000002,385,Bank,Speeltuin,Klarendal
191827.055199999,444768.526500002,386,Picknickbank,Speeltuin,Klarendal
191657.889400002,444780.6316,387,Bank,Speeltuin,Klarendal
191669.995700002,444757.444899999,388,Bank,Speeltuin,Klarendal
191715.1281,444881.008099999,389,Bank,Speeltuin,Klarendal
191813.8893,445059.628199998,390,Bank,Speeltuin,Klarendal
191672.337900002,445036.125999998,391,Bank,Speeltuin,Klarendal
191648.500399999,444865.172400001,392,Bank,Bushalte,Klarendal
191482.8869,444830.626699999,393,Bank,Speeltuin,Klarendal
191430.252300002,444671.753800001,394,Bank,Trottoir,Klarendal
191498.162599999,444459.5436,395,Bank,Trottoir,Klarendal
191399.1327,444401.338,396,Bank,Trottoir,Klarendal
191395.840300001,444395.746800002,397,Bank,Trottoir,Klarendal
191372.599800002,444375.158,398,Bank,Trottoir,Klarendal
191368.4465,444374.143399999,399,Bank,Trottoir,Klarendal
191294.824200001,444478.136999998,400,Bank,Speeltuin,Klarendal
191307.387600001,444480.492699999,401,Bank,Speeltuin,Klarendal
191429.140000001,444368.381200001,402,Bank,Trottoir,Klarendal
191746.721999999,444476.335499998,403,Bank,Speeltuin,Klarendal
191078.7192,444468.944200002,404,Bank,Speeltuin,St. Marten/Sonsbeek
191407.658399999,444211.7324,405,Bank,Trottoir,Spijkerkwartier
191408.245000001,444209.0583,406,Bank,Trottoir,Spijkerkwartier
191236.5667,444217.313900001,407,Bank,Speeltuin,Spijkerkwartier
188721.664099999,439675.2119,408,Bank,Park,De Laar
193855.563700002,444518.905999999,409,Bank,Bushalte,Presikhaaf-Oost
193234.334600002,444888.558699999,410,Bank,Trottoir,Velperweg e.o.
193235.923,444886.068700001,411,Bank,Trottoir,Velperweg e.o.
193084.1503,444523.6624,412,Bank,Bushalte,Velperweg e.o.
193094.1818,444538.183699999,413,Bank,Bushalte,Velperweg e.o.
191944.030999999,444170.101599999,414,Bank,Speeltuin,Velperweg e.o.
192283.9463,444076.946899999,415,Bank,Speeltuin,Velperweg e.o.
192044.450300001,444272.098700002,416,Bank,Park,Velperweg e.o.
192039.642999999,444270.734099999,417,Bank,Park,Velperweg e.o.
192072.152899999,444279.761700001,418,Bank,Park,Velperweg e.o.
192074.676199999,444280.667800002,419,Bank,Park,Velperweg e.o.
192092.134300001,444291.1426,420,Bank,Park,Velperweg e.o.
192120.124000002,444285.080400001,421,Bank,Park,Velperweg e.o.
192233.216499999,444384.163699999,422,Bank,Speeltuin,Velperweg e.o.
190360.914799999,439097.067699999,423,Bank,Bushalte,Rijkerswoerd
190312.841499999,438797.9069,424,Bank,Speeltuin,Rijkerswoerd
190378.896699999,438886.09,425,Bank,Speeltuin,Rijkerswoerd
189764.614,439173.479499999,426,Bank,Park,Rijkerswoerd
190002.113200001,439323.930599999,427,Bank,Bushalte,Rijkerswoerd
189764.764400002,439464.523699999,428,Bank,Bushalte,Rijkerswoerd
189671.138500001,439479.251499999,429,Bank,Speeltuin,Rijkerswoerd
189742.592300002,439327.450800002,430,Bank,Speeltuin,Rijkerswoerd
189738.165100001,439321.213799998,431,Bank,Speeltuin,Rijkerswoerd
194760.743799999,443817.009599999,432,Bank,Trottoir,Presikhaaf-Oost
194642.951699998,443715.6866,433,Bank,Bushalte,Presikhaaf-Oost
190756.440900002,442652.1085,434,Bank,Park,Malburgen-West
190758.609000001,442655.576200001,435,Bank,Park,Malburgen-West
190701.230700001,442576.323800001,436,Bank,Park,Malburgen-West
190696.951400001,442570.271600001,437,Bank,Park,Malburgen-West
190545.473000001,442714.7086,438,Bank,Park,Malburgen-West
190537.275199998,442712.6587,439,Bank,Park,Malburgen-West
190437.595699999,442740.315299999,440,Bank,Park,Malburgen-West
190371.350000001,442700.648200002,441,Bank,Park,Malburgen-West
190110.660799999,442549.915800001,442,Bank,Speeltuin,Malburgen-West
190111.115899999,442551.8981,443,Bank,Speeltuin,Malburgen-West
189945.3539,442548.233399998,444,Bank,Trottoir,Malburgen-West
189901.010200001,442513.486699998,445,Bank,Park,Malburgen-West
189901.011700001,442514.690699998,446,Bank,Park,Malburgen-West
189956.284200002,442443.830699999,447,Bank,Speeltuin,Malburgen-West
189955.267099999,442444.056499999,448,Bank,Speeltuin,Malburgen-West
189982.508499999,442435.247400001,449,Bank,Speeltuin,Malburgen-West
189964.154800002,442412.897100002,450,Bank,Speeltuin,Malburgen-West
189951.903200001,442379.5656,451,Bank,Park,Malburgen-West
189848.698800001,442468.469000001,452,Bank,Park,Malburgen-West
189980.993999999,442435.7214,453,Bank,Speeltuin,Malburgen-West
189979.396600001,442436.366300002,454,Bank,Speeltuin,Malburgen-West
189977.809099998,442436.961599998,455,Bank,Speeltuin,Malburgen-West
189962.9263,442413.843600001,456,Bank,Speeltuin,Malburgen-West
189961.438000001,442415.034200002,457,Bank,Speeltuin,Malburgen-West
190824.3675,441245.343899999,458,Bank,Speeltuin,Malburgen-Oost (Zuid)
190627.470199998,441912.319400001,459,Picknickbank,Park,Malburgen-Oost (Zuid)
190082.2905,442259.393399999,460,Bank,Park,Malburgen-West
190174.059,442172.874499999,461,Bank,Trottoir,Malburgen-West
193753.8083,443360.279199999,462,Picknickbank,Speeltuin,Presikhaaf-West
193685.3013,443448.338,463,Bank,Speeltuin,Presikhaaf-West
193683.476300001,443450.209600002,464,Bank,Speeltuin,Presikhaaf-West
193746.899599999,444210.889800001,465,Bank,Bushalte,Presikhaaf-Oost
193778.205800001,444197.671799999,466,Bank,Bushalte,Presikhaaf-Oost
191178.175099999,445349.9296,467,Bank,Park,Alteveer/Cranevelt
188588.528499998,439866.342399999,468,Bank,Bushalte,De Laar
188584.0493,439871.4756,469,Bank,Bushalte,De Laar
192410.704,443857.727000002,470,Bank,Trottoir,Arnhemse Broek
192424.018300001,443722.587099999,471,Bank,Speeltuin,Arnhemse Broek
192365.549199998,443795.555799998,472,Bijzondere bank,Trottoir,Arnhemse Broek
191007.561099999,442924.804200001,473,Picknickbank,Overig,Malburgen-Oost (Noord)
191084.6395,442623.429200001,474,Bank,Park,Malburgen-Oost (Noord)
191086.946899999,442623.943500001,475,Bank,Park,Malburgen-Oost (Noord)
189468.2007,441512.436099999,476,Bank,Overig,Elden
189341.646499999,441172.530299999,477,Bank,Overig,Elden
189089.1184,440961.502999999,478,Bank,Trottoir,Elden
188824.618900001,440709.593400002,479,Bank,Trottoir,Elden
191921.944800001,442304.936999999,480,Bank,Trottoir,Malburgen-Oost (Noord)
191926.8968,442302.077799998,481,Bank,Trottoir,Malburgen-Oost (Noord)
190966.601300001,442677.174699999,482,Bank,Park,Malburgen-Oost (Noord)
190964.1208,442678.464499999,483,Bank,Park,Malburgen-Oost (Noord)
191323.888700001,442478.439100001,484,Bank,Park,Malburgen-Oost (Noord)
190807.472800002,442618.331300002,485,Bank,Park,Malburgen-Oost (Noord)
190808.699000001,442620.473299999,486,Bank,Park,Malburgen-Oost (Noord)
190785.305300001,442589.940900002,487,Bank,Speeltuin,Malburgen-Oost (Noord)
190723.3486,442459.2751,488,Bank,Park,Malburgen-Oost (Noord)
190723.7951,442461.7555,489,Bank,Park,Malburgen-Oost (Noord)
192040.7377,442153.646699999,490,Bank,Speeltuin,Malburgen-Oost (Noord)
192060.236699998,441919.977499999,491,Bank,Speeltuin,Malburgen-Oost (Noord)
192064.006999999,441922.5572,492,Bank,Speeltuin,Malburgen-Oost (Noord)
192131.292800002,441870.423300002,493,Bank,Overig,Malburgen-Oost (Noord)
192131.441599999,441873.151900001,494,Bank,Overig,Malburgen-Oost (Noord)
192034.516800001,441893.125300001,495,Bank,Park,Malburgen-Oost (Noord)
191946.745000001,441922.5528,496,Bank,Park,Malburgen-Oost (Noord)
190558.528099999,442290.944499999,497,Bank,Park,Malburgen-West
190570.220600002,442197.942400001,498,Bank,Speeltuin,Malburgen-Oost (Zuid)
190584.805799998,442211.337000001,499,Picknickbank,Speeltuin,Malburgen-Oost (Zuid)
