X,Y,OBJECTID,TYPE_BANK,STANDPLAATS,WIJK
190659.314300001,442139.1096,500,Bank,Overig,Malburgen-Oost (Zuid)
190736.2586,442085.481800001,501,Bank,Overig,Malburgen-Oost (Zuid)
190733.133200001,442087.763799999,502,Bank,Overig,Malburgen-Oost (Zuid)
190778.178599998,442054.872699998,503,Bank,Overig,Malburgen-Oost (Zuid)
190781.254299998,442052.640299998,504,Bank,Overig,Malburgen-Oost (Zuid)
191107.2905,441936.124000002,505,Bank,Speeltuin,Malburgen-Oost (Zuid)
191237.8347,443465.522999998,506,Bank,Trottoir,Centrum
190794.3389,443498.9285,507,Bank,Trottoir,Centrum
190785.410999998,443503.0341,508,Bank,Trottoir,Centrum
190666.281199999,443485.6457,509,Bank,Trottoir,Centrum
190666.8851,443483.357700001,510,Bank,Trottoir,Centrum
190830.172600001,443439.357000001,511,Picknickbank,Trottoir,Centrum
190957.6358,442236.415399998,512,Bank,Park,Malburgen-Oost (Noord)
190952.7245,442239.788899999,513,Bank,Park,Malburgen-Oost (Noord)
190912.973299999,443230.754500002,514,Bank,Park,Centrum
190920.033599999,443227.450300001,515,Bank,Park,Centrum
191492.004999999,442111.429699998,516,Bank,Speeltuin,Malburgen-Oost (Noord)
191493.989399999,442118.523800001,517,Bank,Speeltuin,Malburgen-Oost (Noord)
191506.138300002,442121.772500001,518,Bank,Speeltuin,Malburgen-Oost (Noord)
191926.467900001,441719.430100001,519,Bank,Speeltuin,Malburgen-Oost (Noord)
191926.9428,441730.871100001,520,Bank,Speeltuin,Malburgen-Oost (Noord)
190929.776999999,443224.040100001,521,Bank,Park,Centrum
190954.0123,443643.501899999,522,Bank,Trottoir,Centrum
190950.875500001,443647.830499999,523,Bank,Trottoir,Centrum
190921.265799999,443872.761399999,524,Bank,Trottoir,Centrum
190928.681899998,443884.2119,525,Bank,Trottoir,Centrum
190922.214299999,443902.115200002,526,Bank,Trottoir,Centrum
190919.560600001,443905.265500002,527,Bank,Trottoir,Centrum
191513.3116,440564.263,528,Bank,Park,Vredenburg/Kronenburg
191587.724800002,440577.664000001,529,Bank,Park,Vredenburg/Kronenburg
191025.267099999,443875.6285,530,Bank,Trottoir,Centrum
191074.024099998,443671.422499999,531,Bank,Trottoir,Centrum
188575.6666,439736.621100001,532,Bank,Speeltuin,De Laar
188583.831700001,439734.322099999,533,Bank,Speeltuin,De Laar
188616.191399999,439717.9683,534,Bank,Speeltuin,De Laar
189781.981600001,444117.559999999,535,Bank,Park,Centrum
189787.8147,444115.5211,536,Bank,Park,Centrum
189578.9976,444227.335099999,537,Bank,Park,Centrum
189552.088799998,444149.773499999,538,Bank,Trottoir,Centrum
189496.733100001,444147.675900001,539,Bank,Trottoir,Centrum
189469.5988,444143.645500001,540,Bank,Trottoir,Centrum
189448.610300001,444140.993700001,541,Bank,Trottoir,Centrum
189414.234099999,444134.771499999,542,Bank,Trottoir,Centrum
189390.528000001,444130.2007,543,Bank,Trottoir,Centrum
189341.556600001,444116.318999998,544,Bank,Trottoir,Centrum
188084.949700002,440008.206,545,Bank,Speeltuin,De Laar
188083.8583,440010.934599999,546,Bank,Speeltuin,De Laar
188082.766899999,440012.819699999,547,Bank,Speeltuin,De Laar
188071.1074,440041.814800002,548,Bank,Speeltuin,De Laar
188073.389400002,440044.493700001,549,Bank,Speeltuin,De Laar
189942.0572,443949.086100001,550,Bank,Park,Centrum
189815.8906,444143.765799999,551,Bank,Trottoir,Centrum
189819.605300002,444141.605599999,552,Bank,Trottoir,Centrum
190175.077399999,443967.220899999,553,Bank,Overig,Centrum
191649.504299998,442696.699999999,554,Bank,Trottoir,Arnhemse Broek
190987.211100001,443199.237100001,555,Bank,Park,Centrum
191002.945099998,443191.0517,556,Bank,Park,Centrum
190994.324700002,443195.772500001,557,Bank,Park,Centrum
190422.8222,443732.7324,558,Bijzondere bank,Park,Centrum
190369.497900002,443564.999400001,559,Bank,Trottoir,Centrum
190366.086300001,443568.297499999,560,Bank,Trottoir,Centrum
190481.3827,443474.8693,561,Bank,Trottoir,Centrum
190485.186700001,443471.750999998,562,Bank,Trottoir,Centrum
190508.266600002,443455.9234,563,Bank,Trottoir,Centrum
190510.0035,443454.472600002,564,Bank,Trottoir,Centrum
190701.398400001,443326.640299998,565,Bank,Trottoir,Centrum
190760.754799999,443289.263300002,566,Bank,Trottoir,Centrum
190528.806000002,443510.224599998,567,Bank,Park,Centrum
190449.819499999,443593.088500001,568,Bank,Trottoir,Centrum
190439.855599999,443597.298300002,569,Bank,Trottoir,Centrum
190441.7905,443604.600099999,570,Bank,Speeltuin,Centrum
190439.5724,443606.507300001,571,Bank,Speeltuin,Centrum
190658.7027,443511.932799999,572,Bank,Trottoir,Centrum
190657.323399998,443510.287500001,573,Bank,Trottoir,Centrum
190661.364599999,443514.5374,574,Bank,Trottoir,Centrum
190662.761999998,443515.9362,575,Bank,Trottoir,Centrum
190681.185899999,443556.932500001,576,Bank,Trottoir,Centrum
190682.878199998,443559.0601,577,Bank,Trottoir,Centrum
190684.291700002,443560.491500001,578,Bank,Trottoir,Centrum
190600.355599999,443788.625100002,579,Bank,Trottoir,Centrum
190693.153499998,443744.883400001,580,Bank,Trottoir,Centrum
190693.2753,443739.525400002,581,Bank,Trottoir,Centrum
190765.141199999,443750.2905,582,Bank,Trottoir,Centrum
190807.094900001,443606.610300001,583,Bank,Trottoir,Centrum
190778.227899998,443558.3796,584,Bank,Trottoir,Centrum
190780.134500001,443558.372299999,585,Bank,Trottoir,Centrum
190776.465,443558.463599999,586,Bank,Trottoir,Centrum
190760.284499999,443452.846500002,587,Bank,Trottoir,Centrum
190758.8847,443451.742600001,588,Bank,Trottoir,Centrum
191003.747900002,443235.660300002,589,Bank,Trottoir,Centrum
188510.603,439560.347600002,590,Bank,Bushalte,De Laar
188403.801899999,439524.352600001,591,Bank,Bushalte,De Laar
188367.890500002,439534.357500002,592,Bank,Bushalte,De Laar
188191.3462,439669.078000002,593,Bank,Bushalte,De Laar
188198.892499998,439717.682,594,Bank,Bushalte,De Laar
187978.246599998,439723.112799998,595,Bank,Speeltuin,De Laar
188077.601399999,439856.8292,596,Bank,Bushalte,De Laar
188034.761999998,439909.982500002,597,Bank,Bushalte,De Laar
188061.9811,440052.195300002,598,Bank,Bushalte,De Laar
188526.630399998,440440.2401,599,Bank,Bushalte,De Laar
188649.033,439967.835499998,600,Bank,Speeltuin,De Laar
190636.2278,441953.0011,601,Bank,Speeltuin,Malburgen-Oost (Zuid)
190511.102600001,441894.584399998,602,Bank,Bushalte,Malburgen-Oost (Zuid)
190464.271200001,441922.068,603,Bank,Bushalte,Malburgen-Oost (Zuid)
191912.409699999,440748.7663,604,Bank,Bushalte,Malburgen-Oost (Zuid)
191534.751800001,441775.379299998,605,Bank,Bushalte,Malburgen-Oost (Noord)
191305.9716,441975.462299999,606,Bank,Bushalte,Malburgen-Oost (Noord)
191236.468699999,442007.162700001,607,Bank,Bushalte,Malburgen-Oost (Zuid)
191534.489300001,441752.348099999,608,Bank,Bushalte,Malburgen-Oost (Zuid)
190979.230799999,442205.015799999,609,Bank,Bushalte,Malburgen-Oost (Noord)
190783.9142,442288.027899999,610,Bank,Bushalte,Malburgen-Oost (Zuid)
190771.8585,442321.2194,611,Bank,Bushalte,Malburgen-Oost (Noord)
189564.900899999,439625.8138,612,Bank,Bushalte,Rijkerswoerd
189304.0528,439836.733399998,613,Bank,Bushalte,Rijkerswoerd
189238.866,439856.180300001,614,Bank,Bushalte,Rijkerswoerd
189236.887899999,440232.099599998,615,Bank,Bushalte,Rijkerswoerd
189263.834100001,440409.9289,616,Bank,Bushalte,Rijkerswoerd
192619.844500002,443624.0678,617,Bank,Speeltuin,Arnhemse Broek
192625.455899999,443627.307999998,618,Bank,Speeltuin,Arnhemse Broek
189080.1153,440383.606899999,619,Bank,Bushalte,Rijkerswoerd
188556.512200002,439518.729499999,620,Bank,Speeltuin,De Laar
188485.561500002,439513.298799999,621,Bank,Speeltuin,De Laar
188524.829700001,439379.227400001,622,Bank,Speeltuin,De Laar
188527.1149,439383.127999999,623,Bank,Speeltuin,De Laar
188267.086199999,439524.173799999,624,Bank,Speeltuin,De Laar
187825.404199999,439691.707600001,625,Bank,Speeltuin,De Laar
187934.1653,439623.916000001,626,Bank,Speeltuin,De Laar
188260.794300001,439631.312399998,627,Bank,Speeltuin,De Laar
188264.920600001,439624.375599999,628,Picknickbank,Speeltuin,De Laar
188444.6457,439766.077100001,629,Bank,Speeltuin,De Laar
188492.9056,439811.614399999,630,Bank,Park,De Laar
188292.428199999,439892.988899998,631,Bijzondere bank,Park,De Laar
188263.636100002,439908.774099998,632,Bank,Speeltuin,De Laar
188142.2225,439995.007800002,633,Bank,Park,De Laar
188144.490499999,439994.6514,634,Bank,Park,De Laar
188206.6646,440031.513999999,635,Bank,Park,De Laar
188224.404800002,440027.1105,636,Bank,Park,De Laar
188605.0669,440005.530200001,637,Bank,Speeltuin,De Laar
188213.440699998,440591.5152,638,Bank,Park,De Laar
188003.852000002,440460.574099999,639,Bank,Speeltuin,De Laar
188311.693799999,440446.552000001,640,Bank,Speeltuin,De Laar
188103.697799999,440336.532499999,641,Bank,Speeltuin,De Laar
188036.074000001,440244.015999999,642,Bank,Speeltuin,De Laar
188037.961100001,440064.4641,643,Bank,Trottoir,De Laar
187937.963500001,440049.027399998,644,Bank,Speeltuin,De Laar
187835.893100001,439910.7084,645,Bank,Speeltuin,De Laar
187858.687399998,439932.949900001,646,Bank,Speeltuin,De Laar
187806.3169,439862.4901,647,Bank,Speeltuin,De Laar
187864.661499999,440080.580499999,648,Bank,Speeltuin,De Laar
187864.7346,440078.217500001,649,Bank,Speeltuin,De Laar
187841.405999999,440100.836199999,650,Bank,Speeltuin,De Laar
187708.115200002,439729.835999999,651,Bank,Bushalte,De Laar
187702.873100001,439709.375500001,652,Bank,Bushalte,De Laar
188445.930100001,439752.211399999,653,Bank,Speeltuin,De Laar
187386.9965,439874.3869,654,Bank,Park,De Laar
187577.274300002,439760.8638,655,Bank,Bushalte,De Laar
187476.322900001,439853.750799999,656,Bank,Bushalte,De Laar
187322.699200001,440070.3455,657,Bank,Bushalte,De Laar
189460.0821,440576.544500001,658,Bank,Bushalte,Rijkerswoerd
189464.9463,440624.353799999,659,Bank,Bushalte,Rijkerswoerd
189734.962499999,440862.380100001,660,Bank,Bushalte,Vredenburg/Kronenburg
189839.665600002,440899.862599999,661,Bank,Bushalte,Vredenburg/Kronenburg
190153.247099999,441197.271400001,662,Bank,Bushalte,Vredenburg/Kronenburg
190573.265900001,441643.653499998,663,Bank,Bushalte,Malburgen-Oost (Zuid)
190606.9507,441626.848099999,664,Bank,Trottoir,Malburgen-Oost (Zuid)
190850.533199999,442102.394000001,665,Bank,Bushalte,Malburgen-Oost (Zuid)
190568.3651,440384.321600001,666,Bank,Bushalte,Vredenburg/Kronenburg
190163.473999999,442151.5843,667,Bank,Bushalte,Malburgen-West
189743.073899999,442667.293200001,668,Bank,Bushalte,Malburgen-West
190154.5295,443388.517299999,669,Bank,Bushalte,Malburgen-West
190124.4661,443367.482900001,670,Bank,Bushalte,Malburgen-West
189834.083099999,441969.175799999,671,Bank,Bushalte,Malburgen-West
190239.541200001,441651.0962,672,Bank,Bushalte,Malburgen-Oost (Zuid)
190271.245900001,441635.976799998,673,Bank,Bushalte,Malburgen-Oost (Zuid)
187795.901000001,439963.692000002,674,Bank,Speeltuin,De Laar
187789.677999999,439951.375700001,675,Bank,Speeltuin,De Laar
187742.820700001,439887.551600002,676,Bank,Speeltuin,De Laar
187818.898499999,440015.0856,677,Bank,Speeltuin,De Laar
190883.109999999,443513.840700001,678,Bank,Trottoir,Centrum
190881.021600001,443514.0363,679,Bank,Trottoir,Centrum
190886.081900001,443513.628400002,680,Bank,Trottoir,Centrum
190877.6208,443514.087099999,681,Bank,Trottoir,Centrum
190914.3488,443508.855700001,682,Bank,Trottoir,Centrum
190912.484299999,443508.8442,683,Bank,Trottoir,Centrum
190911.337900002,443508.8585,684,Bank,Trottoir,Centrum
190908.6296,443508.803199999,685,Bank,Trottoir,Centrum
190908.617800001,443603.307,686,Bank,Trottoir,Centrum
190737.233199999,442157.796700001,687,Bank,Overig,Malburgen-Oost (Zuid)
192173.6921,443681.9879,688,Bijzondere bank,Park,Arnhemse Broek
190158.238600001,439513.9333,689,Bijzondere bank,Trottoir,Rijkerswoerd
189832.9384,439338.198199999,690,Bijzondere bank,Trottoir,Rijkerswoerd
188487.985599998,439514.8123,691,Bank,Speeltuin,De Laar
187147.976100001,439881.760699999,692,Bank,Speeltuin,De Laar
187147.48,439878.3873,693,Bank,Speeltuin,De Laar
187067.906399999,440103.167800002,694,Bank,Speeltuin,De Laar
187072.4208,440102.076400001,695,Picknickbank,Speeltuin,De Laar
187264.224599998,440156.335700002,696,Bank,Speeltuin,De Laar
187241.701900002,440160.701299999,697,Picknickbank,Speeltuin,De Laar
187188.062800001,440355.5724,698,Bank,Speeltuin,De Laar
187176.503800001,440449.383900002,699,Bank,Overig,De Laar
187180.174899999,440446.804200001,700,Bank,Overig,De Laar
187158.779199999,440506.299899999,701,Bank,Speeltuin,De Laar
187277.842,440766.055199999,702,Bank,Park,De Laar
187290.086800002,440673.542199999,703,Bank,Speeltuin,De Laar
187320.060699999,440452.618799999,704,Bank,Speeltuin,De Laar
187321.152100001,440450.783199999,705,Bank,Speeltuin,De Laar
187382.504999999,440731.852299999,706,Bank,Bushalte,De Laar
187416.0319,440497.095699999,707,Bank,Bushalte,De Laar
187398.470100001,440458.797200002,708,Bank,Bushalte,De Laar
187335.3706,440163.6983,709,Bank,Bushalte,De Laar
187449.582699999,440756.6998,710,Bank,Park,De Laar
187479.646000002,440660.556699999,711,Bank,Speeltuin,De Laar
187491.949099999,440673.0583,712,Bank,Speeltuin,De Laar
190960.4069,444019.007300001,713,Bank,Trottoir,Centrum
190936.247099999,444026.0022,714,Bank,Trottoir,Centrum
190867.144099999,444034.491900001,715,Bank,Trottoir,Centrum
190741.499600001,442211.064300001,716,Bank,Overig,Malburgen-Oost (Zuid)
190749.964000002,442204.7828,717,Bank,Overig,Malburgen-Oost (Zuid)
190746.5726,442147.951299999,718,Bank,Overig,Malburgen-Oost (Zuid)
190961.2117,440588.103799999,719,Bank,Park,Vredenburg/Kronenburg
191022.504900001,440585.466499999,720,Bank,Park,Vredenburg/Kronenburg
191149.732900001,440615.969300002,721,Bank,Park,Vredenburg/Kronenburg
191290.580800001,440585.0233,722,Bank,Park,Vredenburg/Kronenburg
191805.1644,440726.452199999,723,Bank,Speeltuin,Malburgen-Oost (Zuid)
191771.2029,440805.3717,724,Bank,Park,Malburgen-Oost (Zuid)
191683.596799999,440509.793400001,725,Bank,Park,Vredenburg/Kronenburg
191659.2159,440530.045200001,726,Bank,Park,Vredenburg/Kronenburg
191661.120000001,440529.906399999,727,Bank,Park,Vredenburg/Kronenburg
191660.303399999,440531.876699999,728,Picknickbank,Park,Vredenburg/Kronenburg
191704.911800001,440457.0823,729,Bank,Park,Vredenburg/Kronenburg
191606.040100001,440429.6842,730,Bank,Park,Vredenburg/Kronenburg
191437.622200001,440483.0341,731,Picknickbank,Park,Vredenburg/Kronenburg
191461.931699999,440471.171700001,732,Picknickbank,Park,Vredenburg/Kronenburg
191296.926100001,440515.736099999,733,Bank,Park,Vredenburg/Kronenburg
191294.711100001,440516.2216,734,Bank,Park,Vredenburg/Kronenburg
191132.0748,440501.2412,735,Bank,Park,Vredenburg/Kronenburg
191128.701400001,440500.349199999,736,Bank,Park,Vredenburg/Kronenburg
190905.192299999,441282.521400001,737,Bank,Park,Malburgen-Oost (Zuid)
190905.292599998,441286.059300002,738,Bank,Park,Malburgen-Oost (Zuid)
190796.385299999,441235.377,739,Bank,Speeltuin,Malburgen-Oost (Zuid)
190649.037900001,440650.286800001,740,Bank,Trottoir,Vredenburg/Kronenburg
190791.5594,442227.619199999,741,Bank,Overig,Malburgen-Oost (Zuid)
190796.055300001,442235.0229,742,Bank,Overig,Malburgen-Oost (Zuid)
189500.272999998,441174.7491,743,Bank,Trottoir,Rijkerswoerd
189562.414999999,441120.4714,744,Bank,Speeltuin,Vredenburg/Kronenburg
189679.266899999,441129.648899999,745,Bank,Bushalte,Vredenburg/Kronenburg
190018.542100001,441167.991599999,746,Bank,Overig,Vredenburg/Kronenburg
190004.527800001,441168.6424,747,Bank,Overig,Vredenburg/Kronenburg
190031.280400001,441162.947999999,748,Bank,Overig,Vredenburg/Kronenburg
190878.872299999,441361.3006,749,Bank,Trottoir,Malburgen-Oost (Zuid)
190879.475900002,441363.553399999,750,Bank,Trottoir,Malburgen-Oost (Zuid)
191123.951000001,441629.845699999,751,Bank,Speeltuin,Malburgen-Oost (Zuid)
191104.3138,441626.5922,752,Bank,Speeltuin,Malburgen-Oost (Zuid)
191205.5473,441583.600200001,753,Bank,Speeltuin,Malburgen-Oost (Zuid)
191207.134799998,441586.5768,754,Bank,Speeltuin,Malburgen-Oost (Zuid)
191693.442200001,441362.270199999,755,Bank,Speeltuin,Malburgen-Oost (Zuid)
191696.0715,441370.951900002,756,Bank,Speeltuin,Malburgen-Oost (Zuid)
191753.433200002,441350.3653,757,Bank,Speeltuin,Malburgen-Oost (Zuid)
191753.2348,441348.629000001,758,Bank,Speeltuin,Malburgen-Oost (Zuid)
191796.4943,441326.503199998,759,Bank,Park,Malburgen-Oost (Zuid)
191747.2817,441371.350099999,760,Bank,Speeltuin,Malburgen-Oost (Zuid)
191745.2973,441371.598200001,761,Bank,Speeltuin,Malburgen-Oost (Zuid)
191743.263300002,441371.995099999,762,Bank,Speeltuin,Malburgen-Oost (Zuid)
191651.732799999,441253.992699999,763,Bank,Speeltuin,Malburgen-Oost (Zuid)
191654.510899998,441253.695,764,Bank,Speeltuin,Malburgen-Oost (Zuid)
191671.080499999,441241.739100002,765,Bank,Speeltuin,Malburgen-Oost (Zuid)
191669.641800001,441243.921999998,766,Bank,Speeltuin,Malburgen-Oost (Zuid)
191668.848099999,441245.112599999,767,Bank,Speeltuin,Malburgen-Oost (Zuid)
191578.757300001,441269.222800002,768,Bank,Speeltuin,Malburgen-Oost (Zuid)
191471.265500002,441315.881499998,769,Bank,Speeltuin,Malburgen-Oost (Zuid)
191468.3882,441316.328000002,770,Bank,Speeltuin,Malburgen-Oost (Zuid)
191717.705899999,441449.232700001,771,Bank,Park,Malburgen-Oost (Zuid)
191693.105900001,441716.955200002,772,Bank,Speeltuin,Malburgen-Oost (Noord)
191690.426899999,441719.286800001,773,Bank,Speeltuin,Malburgen-Oost (Noord)
191446.0647,441955.0178,774,Bank,Speeltuin,Malburgen-Oost (Noord)
191327.311099999,442084.845699999,775,Bank,Park,Malburgen-Oost (Noord)
191393.0933,442164.716899998,776,Bank,Park,Malburgen-Oost (Noord)
191392.299699999,442161.3442,777,Bank,Park,Malburgen-Oost (Noord)
191097.557599999,441924.907299999,778,Bank,Speeltuin,Malburgen-Oost (Zuid)
191066.601300001,441973.623799998,779,Bank,Speeltuin,Malburgen-Oost (Zuid)
192065.020100001,440825.506200001,780,Bank,Speeltuin,Malburgen-Oost (Zuid)
192074.713599999,440773.059099998,781,Bank,Speeltuin,Malburgen-Oost (Zuid)
192007.334600002,440553.901000001,782,Bank,Speeltuin,Malburgen-Oost (Zuid)
192012.5436,440553.454500001,783,Bank,Speeltuin,Malburgen-Oost (Zuid)
190944.313299999,440358.229499999,784,Bank,Speeltuin,Vredenburg/Kronenburg
190969.977200001,440194.8858,785,Bank,Speeltuin,Vredenburg/Kronenburg
190968.484900001,440096.853399999,786,Bank,Speeltuin,Vredenburg/Kronenburg
190937.8598,440125.375,787,Bank,Speeltuin,Vredenburg/Kronenburg
190479.6745,440103.214499999,788,Bank,Speeltuin,Vredenburg/Kronenburg
190611.599800002,440335.058499999,789,Bank,Speeltuin,Vredenburg/Kronenburg
190421.730599999,440403.7579,790,Bank,Speeltuin,Vredenburg/Kronenburg
190265.823899999,440476.828000002,791,Bank,Trottoir,Vredenburg/Kronenburg
190484.351399999,440680.9265,792,Bank,Speeltuin,Vredenburg/Kronenburg
190507.049699999,440686.5526,793,Bank,Speeltuin,Vredenburg/Kronenburg
190383.876600001,440684.3737,794,Bank,Speeltuin,Vredenburg/Kronenburg
190382.388300002,440685.613899998,795,Bank,Speeltuin,Vredenburg/Kronenburg
190072.053599998,440724.758200001,796,Bank,Speeltuin,Vredenburg/Kronenburg
190095.270799998,440708.089400001,797,Bank,Speeltuin,Vredenburg/Kronenburg
190306.6362,440789.527600002,798,Bank,Park,Vredenburg/Kronenburg
190300.534299999,440800.640099999,799,Bank,Park,Vredenburg/Kronenburg
190308.967900001,440808.9745,800,Bank,Park,Vredenburg/Kronenburg
190482.217599999,440956.471000001,801,Bank,Speeltuin,Vredenburg/Kronenburg
189949.147500001,440859.780000001,802,Bank,Trottoir,Vredenburg/Kronenburg
189913.631900001,440907.765900001,803,Bank,Park,Vredenburg/Kronenburg
189956.345600002,440940.5986,804,Bank,Park,Vredenburg/Kronenburg
189953.964400001,440938.713500001,805,Bank,Park,Vredenburg/Kronenburg
189965.324900001,440947.643199999,806,Bank,Park,Vredenburg/Kronenburg
190005.806299999,440979.095600002,807,Bank,Park,Vredenburg/Kronenburg
190087.077300001,442054.679900002,808,Bank,Speeltuin,Malburgen-West
189949.2126,442190.163400002,809,Bank,Speeltuin,Malburgen-West
190167.499899998,441933.762499999,810,Bank,Park,Malburgen-West
189843.788899999,442088.5198,811,Bank,Speeltuin,Malburgen-West
189704.594999999,442237.9837,812,Bank,Speeltuin,Malburgen-West
189712.623199999,442385.628400002,813,Bank,Speeltuin,Malburgen-West
190315.905699998,442125.119899999,814,Picknickbank,Park,Malburgen-West
190311.936999999,442118.5715,815,Picknickbank,Park,Malburgen-West
190322.851100001,442123.433200002,816,Picknickbank,Park,Malburgen-West
190406.9615,442224.6961,817,Bank,Park,Malburgen-West
190317.497200001,442297.929299999,818,Bank,Speeltuin,Malburgen-West
190282.294399999,442378.065400001,819,Bank,Speeltuin,Malburgen-West
190401.754000001,442378.133900002,820,Bank,Trottoir,Malburgen-West
190400.2161,442376.496800002,821,Bank,Trottoir,Malburgen-West
190403.986400001,442380.415899999,822,Bank,Trottoir,Malburgen-West
190405.524300002,442382.102699999,823,Bank,Trottoir,Malburgen-West
190391.137499999,442395.5964,824,Bank,Trottoir,Malburgen-West
190389.450800002,442393.413600001,825,Bank,Trottoir,Malburgen-West
190387.714499999,442398.6226,826,Bank,Trottoir,Malburgen-West
190385.9782,442396.588599999,827,Bank,Trottoir,Malburgen-West
190346.210999999,442423.9967,828,Bank,Trottoir,Malburgen-West
190348.493099999,442416.803399999,829,Bank,Trottoir,Malburgen-West
190396.217399999,442407.504500002,830,Bank,Trottoir,Malburgen-West
190398.7971,442405.569800001,831,Bank,Trottoir,Malburgen-West
190333.381000001,442573.624400001,832,Bank,Speeltuin,Malburgen-West
190329.4122,442578.783799998,833,Bank,Speeltuin,Malburgen-West
190384.004999999,442627.577500001,834,Bank,Park,Malburgen-West
190970.389800001,442708.763099998,835,Bank,Park,Malburgen-Oost (Noord)
190917.560699999,443567.054400001,836,Picknickbank,Overig,Centrum
190913.691100001,443562.936799999,837,Picknickbank,Overig,Centrum
191212.1204,440389.855599999,838,Bank,Park,Vredenburg/Kronenburg
190420.634300001,438940.947799999,839,Bank,Trottoir,Rijkerswoerd
190609.2632,439265.839200001,840,Bank,Speeltuin,Rijkerswoerd
189387.978500001,439320.911899999,841,Bank,Speeltuin,Rijkerswoerd
189210.055599999,439571.1743,842,Bank,Speeltuin,Rijkerswoerd
189449.3433,440378.596500002,843,Bank,Speeltuin,Rijkerswoerd
189348.8402,440821.802900001,844,Bank,Speeltuin,Rijkerswoerd
189540.851100001,440871.670699999,845,Bank,Speeltuin,Rijkerswoerd
189573.692499999,440942.0997,846,Bank,Speeltuin,Vredenburg/Kronenburg
189432.312899999,441107.344599999,847,Bank,Speeltuin,Rijkerswoerd
189882.878699999,441032.672400001,848,Bank,Speeltuin,Vredenburg/Kronenburg
189784.116799999,441012.8039,849,Bank,Overig,Vredenburg/Kronenburg
189754.8356,441155.4168,850,Bank,Overig,Vredenburg/Kronenburg
189758.853999998,441153.1844,851,Bank,Overig,Vredenburg/Kronenburg
189878.4417,441189.828000002,852,Bank,Overig,Vredenburg/Kronenburg
189878.838500001,441193.399900001,853,Bank,Overig,Vredenburg/Kronenburg
190138.313200001,441216.600000001,854,Bank,Bushalte,Vredenburg/Kronenburg
189977.588799998,441483.333799999,855,Bank,Speeltuin,Vredenburg/Kronenburg
190124.076699998,441474.5033,856,Picknickbank,Speeltuin,Vredenburg/Kronenburg
189889.5931,441418.7555,857,Bank,Speeltuin,Vredenburg/Kronenburg
190039.959399998,441600.728799999,858,Bank,Park,Vredenburg/Kronenburg
190070.122000001,441596.611200001,859,Bank,Park,Vredenburg/Kronenburg
189739.8413,441243.7969,860,Bank,Park,Vredenburg/Kronenburg
189753.6327,441246.128600001,861,Bank,Park,Vredenburg/Kronenburg
186568.074499998,440711.3884,862,Bank,Bushalte,Schuytgraaf
186560.603,440751.0658,863,Bank,Bushalte,Schuytgraaf
186550.980599999,441339.304499999,864,Bank,Bushalte,Schuytgraaf
186527.380600002,441362.209800001,865,Bank,Bushalte,Schuytgraaf
185992.1866,441132.702300001,866,Bank,Bushalte,Schuytgraaf
185884.147399999,440795.877700001,867,Bank,Bushalte,Schuytgraaf
185872.7289,440802.484900001,868,Bank,Bushalte,Schuytgraaf
185736.203699999,440290.648600001,869,Bank,Bushalte,Schuytgraaf
185908.547899999,439968.935600001,870,Bank,Bushalte,Schuytgraaf
185915.4932,439954.7969,871,Bank,Bushalte,Schuytgraaf
186877.005100001,439757.923500001,872,Picknickbank,Speeltuin,Schuytgraaf
186876.013,439754.2524,873,Picknickbank,Speeltuin,Schuytgraaf
186783.5984,440183.421300001,874,Bank,Speeltuin,Schuytgraaf
186680.388700001,440201.540800001,875,Bank,Speeltuin,Schuytgraaf
186785.5691,440076.190200001,876,Bank,Speeltuin,Schuytgraaf
186880.769000001,440078.326200001,877,Bank,Trottoir,Schuytgraaf
186879.2808,440073.811700001,878,Bank,Speeltuin,Schuytgraaf
186496.465399999,440022.960200001,879,Bank,Trottoir,Schuytgraaf
186868.910100002,440478.662099998,880,Bank,Speeltuin,Schuytgraaf
186866.4296,440479.257399999,881,Bank,Speeltuin,Schuytgraaf
186702.995200001,440434.321899999,882,Bank,Speeltuin,Schuytgraaf
186704.632300001,440438.886,883,Bank,Speeltuin,Schuytgraaf
185940.913899999,440040.6373,884,Picknickbank,Overig,Schuytgraaf
185836.622499999,440390.379299998,885,Picknickbank,Speeltuin,Schuytgraaf
185842.873300001,440555.082800001,886,Picknickbank,Speeltuin,Schuytgraaf
185842.873300001,440555.082800001,887,Picknickbank,Speeltuin,Schuytgraaf
185849.372099999,440559.646899998,888,Bank,Speeltuin,Schuytgraaf
186233.4553,440694.435199998,889,Bank,Speeltuin,Schuytgraaf
185685.706599999,440705.137699999,890,Bank,Park,Schuytgraaf
186046.6457,440898.201699998,891,Bank,Speeltuin,Schuytgraaf
185690.895199999,440839.2216,892,Bank,Speeltuin,Schuytgraaf
185696.423599999,440925.7238,893,Bank,Speeltuin,Schuytgraaf
185709.708799999,441171.0678,894,Bank,Speeltuin,Schuytgraaf
185903.285,441273.461800002,895,Bank,Speeltuin,Schuytgraaf
185906.956099998,441296.579799999,896,Bank,Speeltuin,Schuytgraaf
185837.878400002,441375.767900001,897,Picknickbank,Park,Schuytgraaf
185777.9659,441495.261599999,898,Bank,Speeltuin,Schuytgraaf
185583.055799998,441295.749200001,899,Bank,Speeltuin,Schuytgraaf
185916.348499998,441801.983800001,900,Bank,Speeltuin,Schuytgraaf
